11910,13235,Sahibganj Danapur Intercity Express,Sahibganj,Danapur
11911,3235,Sahibganj Danapur Intercity Special,Sahibganj,Danapur
11912,73431,Sahibganj Jamalpur DEMU,Sahibganj,Jamalpur Junction
11913,5415,Sahibganj Jamalpur Express Special,Sahibganj,Jamalpur Junction
11914,3431,Sahibganj Jamalpur MEMU Special,Sahibganj,Jamalpur Junction
11915,53415,Sahibganj Jamalpur Passenger,Sahibganj,Jamalpur Junction
11916,53401,Sahibganj Malda Passenger,Sahibganj,Malda Town
11917,3767,Sahibganj Malda Passenger Special,Sahibganj,Malda Town
11918,5406,Sahibganj Rampurhat Express Special,Sahibganj,Rampur Hat Junction
11919,53074,Sahibganj Rampurhat Passenger,Sahibganj,Rampur Hat Junction
11920,53406,Sahibganj Rampurhat Passenger,Sahibganj,Rampur Hat Junction
11921,12347,Sahid Express,Howrah Junction,Rampur Hat Junction
11922,12348,Sahid Express,Rampur Hat Junction,Howrah Junction
11923,2347,Sahid Special,Howrah Junction,Rampur Hat Junction
11924,2348,Sahid Special,Rampur Hat Junction,Howrah Junction
11925,11023,Sahyadri Express,Chhatrapati Shivaji Maharaj Terminus,Chhatrapati Shahu Maharaj Terminus Kolhapur
11926,11024,Sahyadri Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Chhatrapati Shivaji Maharaj Terminus
11927,12573,Sainagar Shirdi - Howrah Super Fast Express,Sainagar Shirdi Terminus,Howrah Junction
11928,11042,Sainagar Shirdi Dadar Central Express,Sainagar Shirdi Terminus,Dadar Central
11929,1042,Sainagar Shirdi Dadar Special,Sainagar Shirdi Terminus,Dadar Central
11930,22148,Sainagar Shirdi Dadar Super Fast Express,Sainagar Shirdi Terminus,Dadar Central
11931,12132,Sainagar Shirdi Dadar Super Fast Express,Sainagar Shirdi Terminus,Dadar Central
11932,2148,Sainagar Shirdi Dadar Super Fast Special,Sainagar Shirdi Terminus,Dadar Central
11933,1132,Sainagar Shirdi Dadar Super Fast Special,Sainagar Shirdi Terminus,Dadar Central
11934,9740,Sainagar Shirdi Dahar Ka Balaji Special Fare Special,Sainagar Shirdi Terminus,Dahar Ka Balaji
11935,22893,Sainagar Shirdi Howrah Super Fast Express,Sainagar Shirdi Terminus,Howrah Junction
11936,2593,Sainagar Shirdi Howrah Weekly Super Fast Special Fare Special,Sainagar Shirdi Terminus,Howrah Junction
11937,77658,Sainagar Shirdi Jalna DEMU,Sainagar Shirdi Terminus,Jalna
11938,17205,Sainagar Shirdi Kakinada Port Express,Sainagar Shirdi Terminus,Kakinada Port
11939,7205,Sainagar Shirdi Kakinada Port Special,Sainagar Shirdi Terminus,Kakinada Port
11940,22455,Sainagar Shirdi Kalka Super Fast Express,Sainagar Shirdi Terminus,Kalka
11941,4565,Sainagar Shirdi Kalka Super Fast Special,Sainagar Shirdi Terminus,Kalka
11942,22602,Sainagar Shirdi MGR Chennai Super Fast Express,Sainagar Shirdi Terminus,Puratchi Thalaivar Dr. MGR Central
11943,51034,Sainagar Shirdi Mumbai CSMT Fast Passenger,Sainagar Shirdi Terminus,Daund Junction
11944,16218,Sainagar Shirdi Mysuru Weekly Express,Sainagar Shirdi Terminus,Mysuru City Junction
11945,6238,Sainagar Shirdi Mysuru Weekly Special,Sainagar Shirdi Terminus,Mysuru City Junction
11946,9563,Sainagar Shirdi Okha Special,Sainagar Shirdi Terminus,Okha
11947,11001,Sainagar Shirdi Pandharpur Express,Sainagar Shirdi Terminus,Pandharpur
11948,18408,Sainagar Shirdi Puri Express,Sainagar Shirdi Terminus,Puri
11949,17001,Sainagar Shirdi Secunderabad Express,Sainagar Shirdi Terminus,Secunderabad Junction
11950,7001,Sainagar Shirdi Secunderabad Special,Sainagar Shirdi Terminus,Secunderabad Junction
11951,17418,Sainagar Shirdi Tirupati Weekly Express,Sainagar Shirdi Terminus,Tirupati
11952,7418,Sainagar Shirdi Tirupati Weekly Special,Sainagar Shirdi Terminus,Tirupati
11953,17207,Sainagar Shirdi Vijayawada Express,Sainagar Shirdi Terminus,Vijayawada Junction
11954,7208,Sainagar Shirdi Vijayawada Special,Sainagar Shirdi Terminus,Vijayawada Junction
11955,18504,Sainagar Shirdi Visakhapatnam Express,Sainagar Shirdi Terminus,Visakhapatnam Junction
11956,8506,Sainagar Shirdi Visakhapatnam Special,Sainagar Shirdi Terminus,Visakhapatnam Junction
11957,14021,Sainik Express,Delhi Sarai Rohilla,Jaipur Junction
11958,14022,Sainik Express,Jaipur Junction,Delhi Sarai Rohilla
11959,4021,Sainik Special,Delhi Sarai Rohilla,Jaipur Junction
11960,4022,Sainik Special,Jaipur Junction,Delhi Sarai Rohilla
11961,73532,Sainthia - Andal Passenger,Sainthia Junction,Andal Junction
11962,73534,Sainthia - Andal Passenger,Sainthia Junction,Andal Junction
11963,73536,Sainthia - Andal Passenger,Sainthia Junction,Andal Junction
11964,53538,Sainthia - Andal Passenger,Sainthia Junction,Andal Junction
11965,63532,Sainthia Andal Memu,Sainthia Junction,Andal Junction
11966,63534,Sainthia Andal Memu,Sainthia Junction,Andal Junction
11967,63536,Sainthia Andal Memu,Sainthia Junction,Andal Junction
11968,63538,Sainthia Andal Memu,Sainthia Junction,Andal Junction
11969,3578,Sainthia Andal MEMU Special,Sainthia Junction,Andal Junction
11970,3580,Sainthia Andal MEMU Special,Sainthia Junction,Andal Junction
11971,3584,Sainthia Andal MEMU Special,Sainthia Junction,Andal Junction
11972,3586,Sainthia Andal MEMU Special,Sainthia Junction,Andal Junction
11973,11067,Saket Express,Lokmanya Tilak Terminus,Faizabad Junction
11974,11068,Saket Express,Faizabad Junction,Lokmanya Tilak Terminus
11975,21067,Saket Express,Partapgarh Junction,Rae Bareli Junction
11976,21068,Saket Link Express,Rae Bareli Junction,Partapgarh Junction
11977,22184,Saket Super Fast Express,Ayodhya Cantonment,Lokmanya Tilak Terminus
11978,1067,Saket Super Fast Special,Lokmanya Tilak Terminus,Faizabad Junction
11979,1068,Saket Super Fast Special,Faizabad Junction,Lokmanya Tilak Terminus
11980,52513,Sakri - Jhanjharpur (Meter Gauge) Passenger,Sakri Junction,Jhanjharpur Junction
11981,52523,Sakri - Nirmali Passenger,Sakri Junction,Nirmali
11982,52525,Sakri - Nirmali Passenger,Sakri Junction,Nirmali
11983,52527,Sakri - Nirmali Passenger,Sakri Junction,Nirmali
11984,52529,Sakri - Nirmali Passenger,Sakri Junction,Nirmali
11985,52531,Sakri - Nirmali Passenger,Sakri Junction,Nirmali
11986,52517,Sakri Laukaha Bazar Passenger,Sakri Junction,Laukaha Bazar
11987,52519,Sakri Laukaha Bazar Passenger,Sakri Junction,Laukaha Bazar
11988,52521,Sakri Laukaha Bazar Passenger,Sakri Junction,Laukaha Bazar
11989,22422,Salasar Super Fast Express,Jodhpur Junction,Delhi Sarai Rohilla
11990,22421,Salasar Super Fast Express,Delhi Sarai Rohilla,Jodhpur Junction
11991,2443,Salasar Super Fast Special,Delhi Sarai Rohilla,Jodhpur Junction
11992,2444,Salasar Super Fast Special,Jodhpur Junction,Delhi Sarai Rohilla
11993,910,Salchapra Palanpur Covid-19 Special Train,Salchapra,Palanpur Junction
11994,11064,Salem - Chennai Express,Salem Junction,Chennai Egmore
11995,56105,Salem - Karur Passenger,Salem Junction,Karur Junction
11996,56107,Salem - Karur Passenger,Salem Junction,Karur Junction
11997,6743,Salem - Karur Passenger Special,Salem Junction,Karur Junction
11998,66020,Salem Arakkonam MEMU,Salem Junction,Arakkonam Junction
11999,16088,Salem Arakkonam MEMU Express,Salem Junction,Arakkonam Junction
12000,6088,Salem Arakkonam MEMU Express Special,Salem Junction,Arakkonam Junction
12001,22154,Salem Chennai Egmore Super Fast Express,Salem Junction,Chennai Egmore
12002,66603,Salem Coimbatore MEMU,Salem Junction,Coimbatore Junction
12003,76855,Salem Karur DEMU,Salem Junction,Karur Junction
12004,76857,Salem Karur DEMU,Salem Junction,Karur Junction
12005,76801,Salem Karur DEMU,Salem Junction,Karur Junction
12006,6831,Salem Karur DEMU Express Special,Salem Junction,Karur Junction
12007,6834,Salem Karur Demu Special,Salem Junction,Karur Junction
12008,56102,Salem Mettur Dam Passenger,Salem Junction,Mettur Dam
12009,76848,Salem Vriddhachalam DEMU,Salem Junction,Vriddhachalam Junction
12010,76850,Salem Vriddhachalam DEMU,Salem Junction,Vriddhachalam Junction
12011,6122,Salem Vriddhachalam DEMU Express Special,Salem Junction,Vriddhachalam Junction
12012,56836,Salem Vriddhachalam Passenger,Salem Junction,Vriddhachalam Junction
12013,56838,Salem Vriddhachalam Passenger,Salem Junction,Vriddhachalam Junction
12014,7316,Salem Yesvantpur Express Special,Salem Junction,Yesvantpur Junction
12015,56241,Salem Yesvantpur Passenger,Salem Junction,Yesvantpur Junction
12016,55105,Salempur Barhaj Bazar Passenger,Salempur Junction,Barhaj Bazar
12017,55145,Salempur Barhaj Bazar Passenger,Salempur Junction,Barhaj Bazar
12018,78512,Salur Bobbili Railbus,Salur,Bobbili?ÿJunction
12019,78514,Salur Bobbili Railbus,Salur,Bobbili?ÿJunction
12020,78516,Salur Bobbili Railbus,Salur,Bobbili?ÿJunction
12021,78518,Salur Bobbili Railbus,Salur,Bobbili?ÿJunction
12022,78520,Salur Bobbili Railbus,Salur,Bobbili?ÿJunction
12023,12151,Samarsata Super Fast Express,Lokmanya Tilak Terminus,Kolkata Shalimar
12024,12152,Samarsata Super Fast Express,Kolkata Shalimar,Lokmanya Tilak Terminus
12025,1051,Samarsata Super Fast Special,Lokmanya Tilak Terminus,Howrah Junction
12026,1052,Samarsata Super Fast Special,Howrah Junction,Lokmanya Tilak Terminus
12027,55526,Samastipur - Barauni Passenger,Samastipur Junction,Barauni Junction
12028,55238,Samastipur - Barauni Passenger,Samastipur Junction,Barauni Junction
12029,55253,Samastipur - Darbhanga Passenger,Samastipur Junction,Darbhanga Junction
12030,55515,Samastipur - Jaynagar Passenger,Samastipur Junction,Jaynagar
12031,55538,Samastipur - Katihar Passenger,Samastipur Junction,Katihar Junction
12032,75231,Samastipur - Raxaul DMU,Muzaffarpur Junction,Raxaul Junction
12033,55213,Samastipur - Raxaul Passenger,Muzaffarpur Junction,Narkatiaganj Junction
12034,55568,Samastipur - Saharsa Passenger,Samastipur Junction,Saharsa Junction
12035,55505,Samastipur - Sitamarhi - Muzaffarpur Passenger,Samastipur Junction,Muzaffarpur Junction
12036,55557,Samastipur - Sonpur Passenger,Samastipur Junction,Sonpur Junction
12037,75240,Samastipur Barauni DEMU,Samastipur Junction,Barauni Junction
12038,63202,Samastipur barauni Memu,Samastipur Junction,Barauni Junction
12039,5502,Samastipur Barauni MEMU Special,Samastipur Junction,Barauni Junction
12040,75281,Samastipur Darbhanga DEMU,Samastipur Junction,Darbhanga Junction
12041,75253,Samastipur Darbhanga DEMU,Samastipur Junction,Darbhanga Junction
12042,5589,Samastipur Darbhanga DEMU Express Special,Samastipur Junction,Darbhanga Junction
12043,55223,Samastipur Darbhanga Passenger,Samastipur Junction,Darbhanga Junction
12044,75209,Samastipur Jaynagar DEMU,Samastipur Junction,Jaynagar
12045,5593,Samastipur Jaynagar DEMU Passenger Special,Samastipur Junction,Jaynagar
12046,5535,Samastipur Jaynagar Express Special,Samastipur Junction,Jaynagar
12047,5513,Samastipur Jaynagar Express Special,Samastipur Junction,Jaynagar
12048,55513,Samastipur Jaynagar Passenger,Samastipur Junction,Jaynagar
12049,55519,Samastipur Jaynagar Passenger,Samastipur Junction,Jaynagar
12050,63304,Samastipur Katihar Memu,Samastipur Junction,Katihar Junction
12051,63308,Samastipur Katihar Memu,Samastipur Junction,Katihar Junction
12052,5264,Samastipur Katihar MEMU Express Special,Samastipur Junction,Katihar Junction
12053,3316,Samastipur Katihar MEMU Special,Samastipur Junction,Katihar Junction
12054,1244,Samastipur Mumbai LTT Weekly Super Fast Festival Special,Samastipur Junction,Lokmanya Tilak Terminus
12055,75207,Samastipur Muzaffarpur DEMU,Samastipur Junction,Muzaffarpur Junction
12056,5595,Samastipur Muzaffarpur DEMU Express Special,Samastipur Junction,Muzaffarpur Junction
12057,63215,Samastipur Muzaffarpur Memu,Samastipur Junction,Muzaffarpur Junction
12058,63269,Samastipur Muzaffarpur Memu,Samastipur Junction,Muzaffarpur Junction
12059,5255,Samastipur Muzaffarpur MEMU Special,Samastipur Junction,Muzaffarpur Junction
12060,55227,Samastipur Muzaffarpur Passenger,Samastipur Junction,Muzaffarpur Junction
12061,75225,Samastipur Raxaul DEMU,Samastipur Junction,Raxaul Junction
12062,75227,Samastipur Raxaul DEMU,Samastipur Junction,Raxaul Junction
12063,75284,Samastipur Saharsa DEMU,Samastipur Junction,Saharsa Junction
12064,75288,Samastipur Saharsa DEMU,Samastipur Junction,Saharsa Junction
12065,75290,Samastipur Saharsa DEMU,Samastipur Junction,Saharsa Junction
12066,5222,Samastipur Saharsa DEMU Express Special,Samastipur Junction,Saharsa Junction
12067,75286,Samastipur Saharsa Demu,Samastipur Junction,Saharsa Junction
12068,63344,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
12069,63346,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
12070,63348,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
12071,63350,Samastipur Saharsa MEMU,Samastipur Junction,Saharsa Junction
12072,5292,Samastipur Saharsa MEMU Express Special,Samastipur Junction,Saharsa Junction
12073,5244,Samastipur Saharsa MEMU Express Special,Samastipur Junction,Saharsa Junction
12074,5276,Samastipur Saharsa MEMU Special,Samastipur Junction,Saharsa Junction
12075,5278,Samastipur Saharsa MEMU Special,Samastipur Junction,Saharsa Junction
12076,55534,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
12077,55556,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
12078,55560,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
12079,55566,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
12080,55554,Samastipur Saharsa Passenger,Samastipur Junction,Saharsa Junction
12081,55021,Samastipur Siwan Intercity Passenger,Samastipur Junction,Siwan Junction
12082,75211,Samastipur Sonpur DEMU,Samastipur Junction,Sonpur Junction
12083,5511,Samastipur Sonpur DEMU Express Special,Samastipur Junction,Sonpur Junction
12084,12586,Sambalpur - Howrah Super Fast Express,Sambalpur Junction,Howrah Junction
12085,58136,Sambalpur - Jharsuguda Passenger,Sambalpur Junction,Jharsuguda Junction
12086,58138,Sambalpur - Jharsuguda Passenger,Sambalpur Junction,Jharsuguda Junction
12087,78104,Sambalpur - Rourkela DEMU,Sambalpur Junction,Rourkela Junction
12088,8311,Sambalpur Banaras Special Fare Special,Sambalpur Junction,Banaras
12089,8301,Sambalpur Banaswadi Specialfare Special,Sambalpur Junction,Rayagada
12090,8306,Sambalpur Howrah Weekly Super Fast Special Fare Special,Sambalpur Junction,Howrah Junction
12091,18309,Sambalpur Jammu Tawi Express,Sambalpur Junction,Jammu Tawi
12092,8309,Sambalpur Jammu Tawi Special,Sambalpur Junction,Jammu Tawi
12093,68032,Sambalpur Jharsuguda Memu,Sambalpur Junction,Jharsuguda Junction
12094,68034,Sambalpur Jharsuguda Memu,Sambalpur Junction,Jharsuguda Junction
12095,58303,Sambalpur Junagarh Road Passenger,Lanjigarh Road Junction,Junagarh Road
12096,58301,Sambalpur Koraput Passenger,Sambalpur Junction,Koraput Junction
12097,18311,Sambalpur Manduadih Express,Sambalpur Junction,Banaras
12098,18303,Sambalpur Puri Intercity Express,Sambalpur Junction,Puri
12099,8303,Sambalpur Puri Intercity Special,Sambalpur Junction,Puri
12100,18301,Sambalpur Rayagada Intercity Express,Sambalpur Junction,Rayagada
12101,68028,Sambalpur Rourkela Memu,Sambalpur Junction,Rourkela Junction
12102,22804,Sambalpur Shalimar Super Fast Express,Sambalpur Junction,Kolkata Shalimar
12103,82831,Sambalpur Yesvantpur Suvidha Special,Sambalpur Junction,Yesvantpur Junction
12104,74301,Sambhal Hatim Sarai Moradabad DEMU,Sambhal Hatim Sarai,Moradabad Junction
12105,74303,Sambhal Hatim Sarai Moradabad DEMU,Sambhal Hatim Sarai,Moradabad Junction
12106,74305,Sambhal Hatim Sarai Moradabad DEMU,Sambhal Hatim Sarai,Moradabad Junction
12107,4331,Sambhal Hatim Sarai Moradabad DEMU Express Special,Sambhal Hatim Sarai,Moradabad Junction
12108,4325,Sambhal Hatim Sarai Moradabad Express Special,Sambhal Hatim Sarai,Moradabad Junction
12109,54397,Sambhal Hatim Sarai Moradabad Passenger,Sambhal Hatim Sarai,Moradabad Junction
12110,78830,Samnapur Gondia Demu,Samnapur,Gondia Junction
12111,78832,Samnapur Gondia Demu,Samnapur,Gondia Junction
12112,7830,Samnapur Gondia DEMU Special,Samnapur,Gondia Junction
12113,68804,Samnapur Gondia Memu,Gondia Junction,Balharshah Junction
12114,68806,Samnapur Gondia MEMU,Gondia Junction,Wadsa
12115,2393,Sampoorna Kranti Covid 19 Super Fast Special,Rajendra Nagar Terminal (Patna),New Delhi
12116,2394,Sampoorna Kranti Covid 19 Super Fast Special,New Delhi,Rajendra Nagar Terminal (Patna)
12117,12393,Sampoorna Kranti Express,Rajendra Nagar Terminal (Patna),New Delhi
12118,12394,Sampoorna Kranti Express,New Delhi,Rajendra Nagar Terminal (Patna)
12119,22889,Samudra Kanya Express,Digha,Puri
12120,22890,Samudra Kanya Express,Puri,Digha
12121,4164,Sangam Covid 19 Special,Meerut City Junction,Prayagraj Junction
12122,14164,Sangam Express,Meerut City Junction,Prayagraj Junction
12123,4163,Sangam Special,Prayagraj Junction,Meerut City Junction
12124,12295,Sanghamitra Super Fast Express,KSR Bengaluru City Junction,Danapur
12125,12296,Sanghamitra Super Fast Express,Danapur,KSR Bengaluru City Junction
12126,2295,Sanghamitra Super Fast Special,KSR Bengaluru City Junction,Danapur
12127,2296,Sanghamitra Super Fast Special,Danapur,KSR Bengaluru City Junction
12128,51429,Sangli - Kolhapur Passenger,Sangli,Chhatrapati Shahu Maharaj Terminus Kolhapur
12129,71423,Sangli Scsmt Kolhapur DEMU,Sangli,Chhatrapati Shahu Maharaj Terminus Kolhapur
12130,22614,Sangrami Express,Ayodhya Cantonment,Rameswaram
12131,69141,Sanjan Surat MEMU,Sanjan,Surat
12132,9087,Sanjan Surat MEMU Special,Sanjan,Surat
12133,9090,Sanjan Virar MEMU Special,Sanjan,Virar
12134,69144,Sanjan Virar Shuttle,Sanjan,Virar
12135,59549,Sankalp Fast Passenger,Vadodara Junction,Ahmedabad Junction
12136,59550,Sankalp Fast Passenger,Ahmedabad Junction,Vadodara Junction
12137,9495,Sankalp Fast Passenger Special,Vadodara Junction,Ahmedabad Junction
12138,9496,Sankalp Fast Passenger Special,Ahmedabad Junction,Vadodara Junction
12139,58664,Sanki Hatia Passenger,Shanki,Hatia
12140,58666,Sanki Hatia Passenger,Shanki,Hatia
12141,8041,Santragachi - Chennai Super Fast Winter Special,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12142,8015,Santragachi - Jhargram Special,Santragachi?ÿJunction,Jhargram
12143,8049,Santragachi - Rajkot Winter Special,Santragachi?ÿJunction,Rajkot Junction
12144,2865,Santragachi - Yesvantpur Super Fast AC Special,Lokmanya Tilak Terminus,Puri
12145,18009,Santragachi Ajmer Weekly Express,Santragachi?ÿJunction,Ajmer Junction
12146,22857,Santragachi Anand Vihar Terminal Weekly Super Fast Express,Santragachi?ÿJunction,Anand Vihar Terminus
12147,2585,Santragachi Anand Vihar Terminal Weekly Super Fast Special Fare Special,Santragachi?ÿJunction,Anand Vihar Terminus
12148,8005,Santragachi Barauni Special,Netaji Subhas Chandra Bose Junction,Chakradharpur
12149,80823,Santragachi Coimbatore Suvidha Special,Santragachi?ÿJunction,Coimbatore Junction
12150,22170,Santragachi Habibganj Weekly Humsafar Express,Santragachi?ÿJunction,Rani Kamlapati
12151,2158,Santragachi Habibganj Weekly Humsafar Special,Santragachi?ÿJunction,Habibganj
12152,12768,Santragachi Hazur Sahib Nanded Super Fast Express,Santragachi?ÿJunction,Hazur Sahib Nanded
12153,2768,Santragachi Hazur Sahib Nanded Weekly Super Fast Special,Santragachi?ÿJunction,Hazur Sahib Nanded
12154,20828,Santragachi Jabalpur Humsafar Express,Santragachi?ÿJunction,Jabalpur Junction
12155,610,Santragachi Junction - Tiruchchirapali Super Fast Suvidha Special,Santragachi?ÿJunction,Tiruchirappalli
12156,82034,Santragachi Junction Hapa Special,Santragachi?ÿJunction,Hapa
12157,8034,Santragachi Junction Hapa Special,Santragachi?ÿJunction,Hapa
12158,82867,Santragachi Junction Pondicherry Special,Santragachi?ÿJunction,Puducherry
12159,80841,Santragachi M G R Chennai Suvidha Special,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12160,22851,Santragachi Mangaluru Vivek Express,Santragachi?ÿJunction,Mangaluru Central
12161,22807,Santragachi MGR Chennai AC Super Fast Express,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12162,2807,Santragachi MGR Chennai AC Super Fast Special,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12163,22841,Santragachi MGR Chennai Antyodaya Express,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12164,2841,Santragachi MGR Chennai Specialfare Super Fast Special,New Jalpaiguri Junction,Howrah Junction
12165,82841,Santragachi MGR Chennai Suvidha Special,Santragachi?ÿJunction,Puratchi Thalaivar Dr. MGR Central
12166,22813,Santragachi Paradeep Weekly Super Fast Express,Santragachi?ÿJunction,Paradeep
12167,12950,Santragachi Porbandar Kavi Guru Super Fast Express,Santragachi?ÿJunction,Porbandar
12168,9094,Santragachi Porbandar Kavi Guru Super Fast Special,Santragachi?ÿJunction,Porbandar
12169,6009,Santragachi Puducherry Special Fare Special,Mettupalayam,Coimbatore Junction
12170,20822,Santragachi Pune Humsafar Express,Santragachi?ÿJunction,Pune Junction
12171,2817,Santragachi Pune Super Fast Special Fare Special,Santragachi?ÿJunction,Pune Junction
12172,22855,Santragachi Tirupati Weekly Super Fast Express,Santragachi?ÿJunction,Tirupati
12173,2609,Santragachi Tirupati Weekly Super Fast Special,Santragachi?ÿJunction,Tirupati
12174,12557,Sapt Kranti Super Fast Express,Muzaffarpur Junction,Anand Vihar Terminus
12175,12558,Sapt Kranti Super Fast Express,Anand Vihar Terminus,Muzaffarpur Junction
12176,2557,Sapt Kranti Super Fast Special,Muzaffarpur Junction,Anand Vihar Terminus
12177,2558,Sapt Kranti Super Fast Special,Anand Vihar Terminus,Muzaffarpur Junction
12178,16057,Sapthagiri Express,Puratchi Thalaivar Dr. MGR Central,Tirupati
12179,16058,Sapthagiri Express,Tirupati,Puratchi Thalaivar Dr. MGR Central
12180,6057,Sapthagiri Special,Puratchi Thalaivar Dr. MGR Central,Tirupati
12181,6008,Sapthagiri Special,Tirupati,Puratchi Thalaivar Dr. MGR Central
12182,5506,Saraigarh Asanpur Kupha DEMU Special,Saraygarh,
12183,5508,Saraigarh Raghopur DEMU Special,Saraygarh,Raghopur
12184,5523,Saraigarh Saharsa DEMU Express Special,Saraygarh,Saharsa Junction
12185,12345,Saraighat Express,Howrah Junction,Guwahati
12186,12346,Saraighat Express,Guwahati,Howrah Junction
12187,2346,Saraighat Super Fast Special,Guwahati,Howrah Junction
12188,2345,Saraighat Super Fast Special,Howrah Junction,Guwahati
12189,68025,Saranda MEMU,Chakradharpur,Rourkela Junction
12190,68026,Saranda Memu,Rourkela Junction,Chakradharpur
12191,8163,Saranda MEMU Special,Chakradharpur,Rourkela Junction
12192,8164,Saranda MEMU Special,Rourkela Junction,Chakradharpur
12193,22479,Sarbat Da Bhala Express,New Delhi,Lohian Khas Junction
12194,22480,Sarbat Da Bhala Express,Lohian Khas Junction,New Delhi
12195,4027,Sarbat Da Bhala Special,New Delhi,Lohian Khas Junction
12196,4028,Sarbat Da Bhala Special,Lohian Khas Junction,New Delhi
12197,74854,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
12198,74850,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
12199,74852,Sardarshahr Ratangarh DEMU,Sardarshahr,Ratangarh Junction
12200,4848,Sardarshahr Ratangarh DEMU Special,Sardarshahr,Ratangarh Junction
12201,4868,Sardarshahr Ratangarh DEMU Special,Sardarshahr,Ratangarh Junction
12202,4870,Sardarshahr Ratangarh DEMU Special,Sardarshahr,Ratangarh Junction
12203,4874,Sardarshahr Ratangarh DEMU Special,Sardarshahr,Ratangarh Junction
12204,19413,Sare Jahan Se Achchha Express,Ahmedabad Junction,Kolkata
12205,9414,Sare Jahan Se Achchha Special,Kolkata,Ahmedabad Junction
12206,9413,Sare Jahan Se Achchha Special,Ahmedabad Junction,Kolkata
12207,19414,Sare Jahan Se Achha Express,Kolkata,Ahmedabad Junction
12208,15229,Sarnath Express,Chhapra?ÿJunction,Durg Junction
12209,15230,Sarnath Express,Durg Junction,Chhapra?ÿJunction
12210,15159,Sarnath Express,Chhapra?ÿJunction,Durg Junction
12211,15160,Sarnath Express,Durg Junction,Chhapra?ÿJunction
12212,5159,Sarnath Special,Chhapra?ÿJunction,Durg Junction
12213,5160,Sarnath Special,Durg Junction,Chhapra?ÿJunction
12214,12473,Sarvodaya Express,Gandhidham Junction,Shri Mata Vaishno Devi Katra
12215,12474,Sarvodaya Express,Shri Mata Vaishno Devi Katra,Gandhidham Junction
12216,4675,Sarvodaya Super Fast Special,Gandhidham Junction,Shri Mata Vaishno Devi Katra
12217,4676,Sarvodaya Super Fast Special,Shri Mata Vaishno Devi Katra,Gandhidham Junction
12218,14233,Saryu Express,Prayagraj Sangam,Mankapur Junction
12219,14125,Saryu Express,Prayagraj Junction,Mankapur Junction
12220,14126,Saryu Express,Mankapur Junction,Prayagraj Junction
12221,14234,Saryu Express,Mankapur Junction,Prayagraj Sangam
12222,4233,Saryu Special,Prayagraj Sangam,Mankapur Junction
12223,4234,Saryu Special,Mankapur Junction,Prayagraj Sangam
12224,14649,Saryu Yamuna Express,Jaynagar,Amritsar Junction
12225,14650,Saryu Yamuna Express,Amritsar Junction,Jaynagar
12226,4649,Saryu Yamuna Special,Jaynagar,Amritsar Junction
12227,4650,Saryu Yamuna Special,Amritsar Junction,Jaynagar
12228,14613,Sas Nagar Mohali Firozpur Cantonmentexpress,SAS Nagar Mohali,Firozpur Cantonment Junction
12229,4639,Sas Nagar Mohali Firozpur Cantt Special,SAS Nagar Mohali,Firozpur Cantonment Junction
12230,75272,Sasaram Ara DEMU,Sasaram Junction,Ara?ÿJunction
12231,75274,Sasaram Ara DEMU,Sasaram Junction,Ara?ÿJunction
12232,3672,Sasaram Ara DEMU Special,Sasaram Junction,Ara?ÿJunction
12233,3674,Sasaram Ara DEMU Special,Sasaram Junction,Ara?ÿJunction
12234,54274,Sasaram Ara Passenger,Sasaram Junction,Ara?ÿJunction
12235,3612,Sasaram Patna Express Special,Sasaram Junction,Patna Junction
12236,53212,Sasaram Patna Passenger,Sasaram Junction,Patna Junction
12237,18636,Sasaram Ranchi Intercity Express,Sasaram Junction,Ranchi Junction
12238,8634,Sasaram Ranchi Intercity Festival Special,Sasaram Junction,Ranchi Junction
12239,8636,Sasaram Ranchi Intercity Special,Sasaram Junction,Ranchi Junction
12240,51441,Satara - CSMT Kolhapur Passenger,Satara,Chhatrapati Shahu Maharaj Terminus Kolhapur
12241,51436,Satara - Pune Passenger,Satara,Pune Junction
12242,1540,Satara Pune DEMU Special,Satara,Pune Junction
12243,71426,Satara Pune Junction,Satara,Pune Junction
12244,71429,Satara Scsmt Kolhapur DEMU,Satara,Chhatrapati Shahu Maharaj Terminus Kolhapur
12245,1541,Satara Scsmt Kolhapur DEMU Special,Satara,Chhatrapati Shahu Maharaj Terminus Kolhapur
